key,country,classification,common_name_french_CM_doc,common_name_english_CM_doc,scientific_name_CM_doc,scientific_name_CM_final,category,common_name_french_wikipedia,common_name_french_IUCN,Fr_common_name_display_CM_final,common_name_prov,comment,scientific_name_label,document_title,date_of_law,source_document,source_type,source_link,source_accessed
69,CM,A,Fuligule nyroca,Ferruginous Duck,Aythya nyroca,Aythya nyroca,NT,Fuligule nyroca,Fuligule nyroca,Fuligule nyroca,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
70,CM,A,Gladiateur à poitrine verte,Green-breasted Bush-shrike,Malaconotus gladiator,Malaconotus gladiator,VU,,Gladiateur à poitrine verte,Gladiateur à poitrine verte,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
71,CM,A,Gladiateur de Monteiro,Monteiro's Bush-shrike,Malaconotus monteiri,Malaconotus monteiri,NT,,Gladiateur de Monteiro,Gladiateur de Monteiro,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
72,CM,A,Gladiateur du Kupé,Mount Kupe Bush-shrike,Malaconotus kupeensis,Chlorophoneus kupeensis,EN,,Gladiateur du Mont Kupé,Gladiateur du Mont Kupé,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
73,CM,A,Glaréole à ailes noires,Black-winged Pratincole,Glareola nordmanni,Glareola nordmanni,NT,,Glaréole à ailes noires,Glaréole à ailes noires,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
74,CM,A,Gobemouche de Tessmann,Tessmann's Flycatcher,Muscicapa tessmanni,Fraseria tessmanni,LC,,Gobemouche de Tessmann,Gobemouche de Tessmann,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
75,CM,A,Grive de Crossley,Crossley's ground Thrush,Zoothera crossleyi,Geokichla crossleyi,LC,,Grive terrestre de Crossley,Grive terrestre de Crossley,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
76,CM,A,Grue couronnée,Northern Crowned Cranerane,Balearica pavonina,Balearica pavonina,VU,Grue couronnée,Grue couronnée,Grue couronnée,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
77,CM,A,Hirondelle brune,Mountain Saw-Wing,Psalidoprocne fuliginosa,Psalidoprocne fuliginosa,LC,,Hirondelle hérisée brune,Hirondelle hérisée brune,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
78,CM,A,Indicateur d'Eisentraut,Yellow-footed Honeyguide,Melignomon eisentrauti,Melignomon eisentrauti,NT,,Indicateur d'Eisentraut,Indicateur d'Eisentraut,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
79,CM,A,Inséparable à collier noir,Black-collared Lovebird,Agapornis swindernianus,Agapornis swindernianus,LC,"Inséparable à collier noir, Inséparable de Swindern",Inséparable à collier noir,Inséparable à collier noir,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
80,CM,A,Jabirus d'Afrique,Saddle-billed Stork,Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,LC,"Jabiru d'Afrique, Jabiru du Sénégal",Jabiru d'Afrique,Jabiru d'Afrique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
81,CM,A,Marmaronette marbrée,Marbled Duck,Marmaronetta angustirostris,Marmaronetta angustirostris,NT,"Marmaronette marbrée, Sarcelle marbrée",Sarcelle marbrée,Sarcelle marbrée,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
82,CM,A,Messager serpentaire,Secretary Bird,Sagitarius serpentarius,Sagittarius serpentarius,EN,,Serpentaire,Serpentaire,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
83,CM,A,Onoré à huppe blanche,White Crested Tiger Heron,Tigriornis leucolophus,Tigriornis leucolophus,LC,,"Butor à crête blanche, Onoré à huppe blanche",Onoré à huppe blanche,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
84,CM,A,Outarde de Denham,Denham's Bustard,Neotis denhami,Neotis denhami,NT,Outarde de Denham,Outarde de Denham,Outarde de Denham,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
85,CM,A,Outarde nubienne,Nubian Bustard,Neotis nuba,Neotis nuba,NT,,"Outarde de Nubie, Outarde nubienne",Outarde nubienne,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
86,CM,A,Perroquet à calotte rouge,Red-fronted Parrot,Poicephalus gulielmi,Poicephalus gulielmi,LC,,Perroquet à calotte rouge,Perroquet à calotte rouge,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
87,CM,A,Perroquet gris à queue rouge,Grey Parrot,Psittacus erithacus,Psittacus erithacus,EN,"Gris du Gabon, Perroquet jaco",N/A,Perroquet jaco,FrWiki,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
88,CM,A,Perroquet robuste,Brown-necked Parrot,Poicephalus robustus,Poicephalus robustus,VU,Perroquet du Cap,N/A,Perroquet du Cap,FrWiki,"by IUCN, may have meant this species (geographically closer) but it's not extant in CM either",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
89,CM,A,Perruche à collier,Rose-ringed parakeet,Psittacula krameri,Alexandrinus krameri,LC,Perruche à collier,Perruche à collier,Perruche à collier,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
90,CM,A,Phyllanthe à gorge blanche,White-throated mountain Babbler,Kupeornis gilberti,Kupeornis gilberti,VU,Phyllanthe à gorge blanche,Timalie à gorge blanche,Timalie à gorge blanche,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
91,CM,A,Picatharte du Cameroun,Grey-necked,Picathartes oreas,Picathartes oreas,NT,Picatharte du Cameroun,"Picatharte du Cameroun, Picatharte à cou gris, Picatharte à tête rouge",Picatharte du Cameroun,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
92,CM,A,Pigeon à nuque blanche,White-naped Pigeon,Columba albinucha,Columba albinucha,NT,,Pigeon à nuque blanche,Pigeon à nuque blanche,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
93,CM,A,Poliolais a queue blanche,White tailed Warbler,Poliolais lopezi,Poliolais lopezi,LC,,Camaroptère à queue blanche,Camaroptère à queue blanche,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
94,CM,A,Prinia aquatique,River Prinia,Prinia fluviatilis,Prinia fluviatilis,LC,,Prinia aquatique,Prinia aquatique,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
95,CM,A,Pririt de Verreaux,Verreaux's Batis,Batis minima,Batis minima,LC,,Gobemouche soyeux à tête grise,Gobemouche soyeux à tête grise,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
96,CM,A,Pririt du Bamenda,Banded Wattle-eye,Platysteira laticincta,Platysteira laticincta,EN,Pririt du Bamenda,N/A,Pririt du Bamenda,FrWiki,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
97,CM,A,Râle de genêts,Corn crake,Crex crex,Crex crex,LC,,Râle des genêts,Râle de genêts,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
98,CM,A,Souimanga d'Ursula,Ursula's Sunbird,Cinnyris ursulae,Cinnyris ursulae,LC,,Nectarin d'Ursula,Nectarin d'Ursula,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
99,CM,A,Speirops du Cameroun,Mount Cameroon Speirops,Speirops melanocaphalus,Zosterops melanocephalus,VU,Zostérops du Cameroun,N/A,Zostérops du Cameroun,FrWiki,"original name was Speirops melanocephalus, one letter away from scientific name given in original law",Typo && Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
100,CM,A,Sterne des baleiniers,Damara Tern,Sterna balaenarum,Sternula balaenarum,LC,,Sterne des baleiniers,Sterne des baleiniers,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
101,CM,A,Tisserin de Bannerman,Bannerman's Weaver,Ploceus bannermani,Ploceus bannermani,VU,Tisserin de Bannerman,Tisserin de Bannerman,Tisserin de Bannerman,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
102,CM,A,Tisserin de Bates,Bates's Weaver,Ploceus batesi,Ploceus batesi,EN,,Tisserin de Bates,Tisserin de Bates,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
103,CM,A,Touraco de Bannerman,Bannerman's Turaco,Tauraco bannermani,Tauraco bannermani,EN,"Touraco doré, Touraco de Bannerman","Touraco de Bannerman, Touraco doré",Touraco de Bannerman,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
104,CM,A,Touraco vert,Green Turaco,Tauraco persa,Tauraco persa,LC,"Touraco vert, Turaco de Guinea",Touraco vert,Touraco vert,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
105,CM,A,Vautour oricou,Lappet-faced vulture,Torgos tracheliotus,Torgos tracheliotus,EN,,Vautour Oricou,Vautour Oricou,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
106,CM,A,Caméléon d'Eisentraut,Eisentraut chameleon,Chamaeleo eisentrauti,Trioceros quadricornis ssp. eisentrauti,VU,,"Caméléon à quatre cornes du Nord, Caméléon à quatre cornes du Sud",Caméléon d'Eisentraut,National Species Law,"by IUCN, ssp",Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
107,CM,A,Caméléon de Pfeffer,Pfeffer's chameleon,Chamaeleo pfefferi,Trioceros pfefferi,EN,,Caméleon de Pfeffer,Caméléon de Pfeffer,IUCN,NB: IUCN common name has a typo,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
108,CM,A,Caméléon à 4 cornes du Sud,Four horned chameleon,Chamaeleo quadricornis,Chamaeleo quadricornis ssp. quadricornis,VU,,"Caméléon à quatre cornes du Nord, Caméléon à quatre cornes du Sud",Caméléon à quatre cornes du Sud,IUCN,"by IUCN, re-categorized as the nominate of the species",Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
109,CM,A,Caméléon de Weidersheim du Sud,Mount Lefo chameleon,Chamaeleo wiedersheimi perreti,Trioceros perreti,EN,N/A,N/A,Caméléon de Weidersheim du Sud,National Species Law,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
110,CM,A,Crocodile à museau allongé,African sharp-nosed crocodile,Crocodylus cataphractus,Mecistops cataphractus,CR,"Crocodile à nuque cuirassée, Faux-gavial d'Afrique","Crocodile au long museau, Crocodile à museau allongé d'Afrique, Faux gavial Africaine",Crocodile à long museau,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
111,CM,A,Crocodile du Nil,Nile crocodile,Crocodylus niloticus,Crocodylus niloticus,LC,Crocodile du Nil,Crocodil du Nil,Crocodile du Nil,IUCN,"by IUCN, 'The African Nile Crocodile is now recognized as two distinct species: one occupying eastern Africa, the Nile valley and southern Africa and retaining the name Crocodylus niloticus Laurenti, 1768; and the other occupying west and central Africa, including the Congo, Niger and Ogoue drainages and assigned to the existing name Crocodylus suchus Geoffroy, 1807 (Schmitz et al. 2003, Hekkala et al. 2011). Red List assessments now treat these two taxa independently.' However listing it here as we have a match and is extant in country, while Crocodylus suchus does not have a separate IUCN page!",Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
112,CM,A,Crocodile Nain,African dwarf crocodile,Ostealeamus tetraspis,Osteolaemus tetraspis,VU,Crocodile nain,"Crocodile nain Africain, Crocodile à front large, Crocodile à nuque cuirassée",Crocodile nain Africain,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
113,CM,A,Euprepis des Nganha,-,Euprepsis nganhae,,,,,,,"by Wikipedia, 'Euprepis is an obsolete genus of skinks in the subfamily Lygosominae.' In CM, there are 34 members of the family Scincidae but it is unclear which one is intended; the only match for the species name is Astylosternus nganhanus (CR), but this is a frog and not a skink.",Unknown,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
114,CM,A,Scinque de Lepesme,Lepesme skink,Lacertaspis lepesmei,Lacertaspis lepesmei,CR,N/A,N/A,Scinque de Lepesme,National Species Law,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
115,CM,A,"Tortue à carapace molle, tortue plate africaine",African Softshell Turtle,Trionyx triunguis,Trionyx triunguis,VU,,Trionyx du Nil,Trionyx du Nil,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
116,CM,A,Tortue verte,Green turtle,Chelonia mydas,Chelonia mydas,EN,"Tortue verte, Tortue franche","Tortue comestible, Tortue franche, Tortue verte",Tortue verte,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
117,CM,A,Tortue caouanne,Loggerhead,Caretta caretta,Caretta caretta,VU,,Tortue caouanne,Tortue caouanne,IUCN,"by IUCN, of family Cheloniidae, only Chelonia mydas and Lepidochelys olivacea are extant and both have their own entries; IUCN implies global distribution but Congo Basin countries are not listed explicitly",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
118,CM,A,Tortue imbriquée,Hawksbill turtle,Eretmochelys imbricata,Eretmochelys imbricata,CR,,"Caret, Tortue Caret, Tortue imbriquée, Tortue à bec faucon, Tortue à écailles",Tortue imbriquée,IUCN,"by IUCN, of family Cheloniidae, only Chelonia mydas and Lepidochelys olivacea are extant and both have their own entries; IUCN implies global distribution but Congo Basin countries are not listed explicitly",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
119,CM,A,Torture olivâtre,Olive ridley,Lepidochelys olivacea,Lepidochelys olivacea,VU,Tortue olivâtre,"Ridley du Pacifique, Tortue Bâtarde, Tortue Olivâtre, Tortue de Ridley",Tortue Olivâtre,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
120,CM,A,Tortue luth,Leatherback turtle,Dermochelys coriacea,Dermochelys coriacea,VU,,Tortue luth,Tortue luth,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
121,CM,A,Tortue à soc (Tortue de forêt),African spurred tortoise,Geochelone sulcata,Centrochelys sulcata,EN,,Tortue sillonnée,Tortue sillonnée,IUCN,,Re-classified,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
122,CM,A,Torteau d'eau douce (Cycloderme d'aubrey),Aububry's flapshell turtle,Cycloderma aubryi,Cycloderma aubryi,VU,,Tortue molle d’Aubry,Tortue molle d’Aubry,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
123,CM,A,Grenouille goliath,Giant frog,Conraua goliath,Conraua goliath,EN,"Grenouille géante, Grenouille goliath",N/A,Grenouille goliath,FrWiki,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
124,CM,A,Alexteroon,Reed frog,Alexteroon jynx,Alexteroon jynx,CR,N/A,N/A,Alexteroon,National Species Law,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
125,CM,A,Grenouille à doigt-long,Long-fingered Frog,Cardioglossa oreas,Cardioglossa oreas,EN,N/A,N/A,Grenouille à doigt-long,National Species Law,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
126,CM,A,NULL,Redbelly Egg frog,Leptodactylodon erythrogaster,Leptodactylodon erythrogaster,CR,N/A,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
127,CM,A,NULL,Lake Oku Clawed Frog,Xenopus longipes,Xenopus longipes,CR,N/A,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
128,CM,A,NULL,Bamboutos Egg Frog,Leptodactylodon axillaris,Leptodactylodon axillaris,CR,N/A,N/A,NULL,No source,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
129,CM,B,Babouin doguera,Anubis Baboon,Papio anubis,Papio anubis,LC,,Babouin anubis,Babouin anubis,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
130,CM,B,Bongo,Bongo,Tragelaphus eurycerus,Tragelaphus eurycerus ssp. eurycerus,NT,Bongo,Bongo,Bongo,IUCN,,Refined to subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
131,CM,B,Bubale major,Hartebeeste,Alcephalus buselaphus major,Alcelaphus buselaphus ssp. major,VU,Bubale Roux,Bubale,Bubale,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
132,CM,B,Buffle de forêt,African buffle,Syncerus caffer nanus,Syncerus caffer,NT,"Buffle d'Afrique, buffle noir des savanes ou grand buffle noir des savanes",Buffle d'Afrique,Buffle de forêt,National Species Law,"by FrWiki, the given common name is specific to the ssp. IUCN mentions Syncerus caffer ssp. nanus in the taxonomic notes for Syncerus caffer. However, since S.c. nanus does not have its own page, we keep the parent species.",Refined from subspecies,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
133,CM,B,Buffle de savane,African buffle,Syncerus caffer caffer,Syncerus caffer,NT,"Buffle d'Afrique, buffle noir des savanes ou grand buffle noir des savanes",Buffle d'Afrique,Buffle de savane,National Species Law,"by IUCN, ""East and Southern African group is comprised of a single subspecies (Syncerus caffer caffer)"" so is not extant in CM but there is no separate page for the ssp.",Not extant in country,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
134,CM,B,Céphalophe à bande dorsale noire,Bay duiker,Cephalophus dorsalis,Cephalophus dorsalis,NT,Céphalophe à bande dorsale,"Céphalophe bai, Céphalophe à bande dorsale noire",Céphalophe à bande dorsale noire,IUCN,,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
135,CM,B,Céphalophe à dos jaune,Yellow backed duiker,Cephalophus sylvicutor,Cephalophus silvicultor,NT,Céphalophe à dos jaune,"Céphalophe géant, Céphalophe à dos jaune",Céphalophe à dos jaune,IUCN,,Typo,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
136,CM,B,Céphalophe ventre blanc,White-bellied Duiker,Cephalophus leucogaster,Cephalophus leucogaster,NT,,Céphalophe à Ventre Blanc,Céphalophe à Ventre Blanc,IUCN,NB: IUCN common name has a typo,Match,ARRÊTÉ N° 0053 / MINFOF DU 01 APR 2020 fixant les modalités de répartition des espèces animales en classes de protection.,1-Apr-20,0053 français-1,PDF,personal communication from Matthew LeBreton,1-Feb-22
